Date,7 DAYS MA,RSI 7,MFI 7,7 DAYS STD DEV,14 DAYS MA,RSI 14,MFI 14,21 DAYS MA,RSI 21,MFI 21,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,Close
2012-10-18,-1.8975326863153286,0.6832058762390542,1.023251842283497,-1.1260619845878834,-1.9221115795848316,0.956041298630787,1.4956662279207302,-1.9417446994583745,1.2680293867453178,1.4743517867345268,0.7165635887249413,1.343175432376932,1.017013936269095,-1.847003557157688,1.0433619139639847,0.26187224403080306,1.0307437582305474,-1.9125987091291539
2012-10-19,-1.8975326863153286,0.0019855527434805248,0.09721185593117372,-1.1260619845878834,-1.9183816010548795,0.39012238173302227,0.9007855271657861,-1.9386333226457644,0.7642066563170024,0.9309470490481417,1.4242025204589333,1.343175432376932,1.017013936269095,-1.847003557157688,1.0528449880309556,0.3764675753157797,1.0307437582305474,-1.9125987091291539
2012-10-22,-1.8975326863153286,0.0019855527434805248,0.47964149763955677,-1.1260619845878834,-1.9137191278924393,0.3901223817330208,1.3769287593119335,-1.9355219458331538,0.7642066563170024,1.3391291406623722,-1.4063532064770343,1.343175432376932,1.017013936269095,-1.847003557157688,1.0812942102318683,0.7202535691707096,1.0971109660296485,-1.938629249361485
2012-10-23,-1.9049831080138335,-0.6415938366648416,-0.4491102727068653,-1.049763648499529,-1.9127866332599512,-0.15143435373255576,0.8490270580645619,-1.933655119745588,0.2779923455550072,0.9411734527808397,-0.6987142747430425,1.343175432376932,1.017013936269095,-1.847003557157688,1.0907772842988392,0.8348489004556862,1.0971109660296485,-1.9125987091291539
2012-10-24,-1.9049831080138335,0.05207358451141961,-0.4491102727068653,-1.049763648499529,-1.909989149362487,0.3271646805847557,0.6213358854955255,-1.9286769168454114,0.6637512265248037,1.1743873868586523,0.008924656990949388,1.343175432376932,1.017013936269095,-1.847003557157688,1.1002603583658102,0.9494442317406628,1.0971109660296485,-1.8735528987806571
2012-10-25,-1.8975326863153286,0.8273594322875911,1.316082121045527,-1.0218661180944806,-1.904394181567559,0.9385747514321061,1.776747434062395,-1.9230764385827133,1.1800606809380887,1.7158777498885391,0.7165635887249413,1.343175432376932,1.017013936269095,-1.847003557157688,1.109743432432781,1.0640395630256394,1.0971109660296485,-1.9125987091291539
2012-10-29,-1.9049831080138335,-0.11918732437619943,0.48834151023520306,-1.159949091037684,-1.9015966976700949,0.16721828324042926,1.139448397515555,-1.9174759603200149,0.48913181650862264,1.5291838217643223,-1.4063532064770343,1.343175432376932,1.017013936269095,-1.847003557157688,1.1476757287006647,1.5224208881655459,1.1634781738287496,-1.9125987091291539
2012-10-30,-1.908708318863086,-0.11918732437619943,0.0682606969095047,-1.2059938776667176,-1.9006642030376066,0.16721828324042998,0.5261808476855668,-1.9137423081448826,0.48913181650862264,1.0311936895295142,-0.6987142747430425,1.343175432376932,1.017013936269095,-1.847003557157688,1.1571588027676356,1.6370162194505227,1.1634781738287496,-1.9256139792453193
2012-10-31,-1.910570924287712,-0.4281505139809234,0.08132256002897076,-1.1870167717270854,-1.9015966976700949,-0.08275513577338578,0.1092422195312501,-1.9118754820573163,0.26480804715572237,0.6440992974085218,0.008924656990949388,1.343175432376932,1.017013936269095,-1.847003557157688,1.1666418768346063,1.7516115507354992,1.1634781738287496,-1.8865681688968228
2012-11-01,-1.9068457134384595,0.47543503541156706,0.18370801684864876,-1.1343217711777691,-1.8997317084051188,0.5710969861720466,0.39713240666502714,-1.9075195545196622,0.8052815292051094,1.0283906160312355,0.7165635887249413,1.343175432376932,1.3064454814062303,-1.847003557157688,1.1761249509015772,-1.6862483878137995,1.1634781738287496,-1.8865681688968228
