Date,7 DAYS MA,RSI 7,MFI 7,7 DAYS STD DEV,14 DAYS MA,RSI 14,MFI 14,21 DAYS MA,RSI 21,MFI 21,dayofweek,quarter,month,year,dayofyear,dayofmonth,weekofyear,Close
2012-10-18,0.7999253084925741,1.0736623859117587,0.4186705060272715,-0.3122263821798918,0.6358844732168407,0.3368621597076662,1.0673295976714134,0.5975946576817702,0.1953199844284388,0.07443344396476316,0.7165635887249413,1.343175432376932,1.017013936269095,-1.847003557157688,1.0433619139639847,0.26187224403080306,1.0307437582305474,0.8344904642929383
2012-10-19,0.8088078465058549,0.8065033709173917,0.30469675904233967,-0.29767161912568896,0.6649106128990391,0.2065790523802277,0.9187672007969871,0.5975946576817702,0.09810841907270455,0.13309795936300753,1.4242025204589333,1.343175432376932,1.017013936269095,-1.847003557157688,1.0528449880309556,0.3764675753157797,1.0307437582305474,0.8344904642929383
2012-10-22,0.8043665774992148,0.8065033709173917,-0.4715963978004652,-0.38088899731533865,0.7006350925078996,0.2065790523802277,0.9735543746901022,0.6080739341559391,0.09810841907270455,0.28858699087941275,-1.4063532064770343,1.343175432376932,1.017013936269095,-1.847003557157688,1.0812942102318683,0.7202535691707096,1.0971109660296485,0.9272878325276507
2012-10-23,0.8221316535257758,1.2618889771861608,0.07223374643623627,-0.0385843092796302,0.7363595721167595,0.5765921477130814,0.9336750593478935,0.6335236055932076,0.3920218262779708,0.9440208269086158,-0.6987142747430425,1.343175432376932,1.017013936269095,-1.847003557157688,1.0907772842988392,0.8348489004556862,1.0971109660296485,0.8963553764494132
2012-10-24,0.8398967295523369,0.9458607470716579,0.42004649970341545,0.005533047044101146,0.7698512717500657,0.42751596754735655,0.9177775059618752,0.6589732770304761,0.2849579242051603,1.3210315040363754,0.008924656990949388,1.343175432376932,1.017013936269095,-1.847003557157688,1.1002603583658102,0.9494442317406628,1.0971109660296485,0.8654229203711757
2012-10-25,0.8576618055788978,0.6366480345044557,0.6176457000121122,-0.20822082003522752,0.8011101914078184,0.27860862932366526,0.7001368607712884,0.6799318299788145,0.17772681798144993,1.0336615963116373,0.7165635887249413,1.343175432376932,1.017013936269095,-1.847003557157688,1.109743432432781,1.0640395630256394,1.0971109660296485,0.9272878325276507
2012-10-29,0.8843094196187395,1.0014405658297225,0.6373687914323917,-0.5390550793621914,0.8279035511144636,0.5375765602780445,0.5747962661483038,0.705381501416083,0.38009829307144216,1.058671821829669,-1.4063532064770343,1.343175432376932,1.017013936269095,-1.847003557157688,1.1476757287006647,1.5224208881655459,1.1634781738287496,1.17474748115355
2012-10-30,0.9287221096851423,1.793716277902803,0.9063888396437829,0.7908439775646019,0.8703263706499852,1.3178809548836572,0.7693724405078528,0.7413104493275203,1.0557302800362722,1.1777920173840821,-0.6987142747430425,1.343175432376932,1.017013936269095,-1.847003557157688,1.1571588027676356,1.6370162194505227,1.1634781738287496,1.0819501129188378
2012-10-31,0.9642522617382643,1.08194840014521,1.021129838691573,0.8933779299571171,0.8926541704055224,0.8827692080220993,0.8246257391947177,0.7727482787500283,0.730638955322942,1.1359689926695755,0.008924656990949388,1.343175432376932,1.017013936269095,-1.847003557157688,1.1666418768346063,1.7516115507354992,1.1634781738287496,1.1128825689970754
2012-11-01,1.0042236827980269,1.1835376761228729,1.3262293472484767,0.8650530803785683,0.9105164102099524,0.9717710952986811,0.6561570920063544,0.8101742661577754,0.8088587957805701,1.3291429502496694,0.7165635887249413,1.343175432376932,1.3064454814062303,-1.847003557157688,1.1761249509015772,-1.6862483878137995,1.1634781738287496,1.4222071297794496
